chapter no.	sentence index	character index	character	word segmentation index	aligned English word  index from character projection	aligned English word index from word projection	1st negation cue	1st negation scope	1st negation event	2nd negation cue	2nd negation scope	2nd negation event	3rd negation cue	3rd negation scope	3rd negation event	4th negation cue	4th negation scope	4th negation event	5th negation cue	5th negation scope	5th negation event
wisteria01	135	12	了	8	8~~~9	8	_	_	_												
wisteria01	135	13	房	9	10	10	_	_	_												
wisteria01	135	14	间	9		10	_	_	_												
wisteria01	135	15	。	10	10	9	_	_	_												
																					
wisteria01	136	0	里	0		0~~~1	_	_	_												
wisteria01	136	1	面	0		0~~~1	_	_	_												
wisteria01	136	2	是	1	2	2	_	_	_												
wisteria01	136	3	空	2	1~~~3	3	_	_	_												
wisteria01	136	4	的	3		6	_	_	_												
wisteria01	136	5	，	4	4~~~5	5~~~6	_	_	_												
wisteria01	136	6	床	5	7	7	_	床	_												
wisteria01	136	7	上	5	6	7	_	上	_												
wisteria01	136	8	根	6	6	9	_	_	_												
wisteria01	136	9	本	6	0	9	_	_	_												
wisteria01	136	10	就	7		8	_	_	_												
wisteria01	136	11	没	8	8~~~9~~~10	8~~~10	没	_	_												
wisteria01	136	12	有	8	8	8~~~10	_	有	_												
wisteria01	136	13	人	9		11	_	人	_												
wisteria01	136	14	睡	10	11	11~~~13	_	睡	睡												
wisteria01	136	15	过	10	12	11~~~13	_	过	_												
wisteria01	136	16	。	11	13	12	_	_	_												
																					
wisteria01	137	0	他	0	0	0~~~1	***														
wisteria01	137	1	同	1		3	***														
wisteria01	137	2	其	2	5	5	***														
wisteria01	137	3	余	2	5	5	***														
wisteria01	137	4	的	3	4	3	***														
wisteria01	137	5	人	4	3	2	***														
wisteria01	137	6	都	5	2	2	***														
wisteria01	137	7	走	6	2	2	***														
wisteria01	137	8	了	7	1	2	***														
wisteria01	137	9	。	8	6	6	***														
																					
wisteria01	138	0	外	0	1	1	***														
wisteria01	138	1	国	0	0~~~2	1	***														
wisteria01	138	2	客	1	3	2~~~3	***														
wisteria01	138	3	人	1		2~~~3	***														
wisteria01	138	4	，	2		4	***														
wisteria01	138	5	外	3	5	5	***														
wisteria01	138	6	国	3	4	5	***														
wisteria01	138	7	仆	4	6~~~7	6~~~7	***														
wisteria01	138	8	人	4		6~~~7	***														
wisteria01	138	9	，	5		8	***														
wisteria01	138	10	外	6	9	9	***														
wisteria01	138	11	国	6	8	9	***														
wisteria01	138	12	厨	7	10	10	***														
wisteria01	138	13	师	7	10	10	***														
wisteria01	138	14	，	8			***														
wisteria01	138	15	一	9		14	***														
wisteria01	138	16	夜	9	17	14	***														
wisteria01	138	17	之	9		14	***														
wisteria01	138	18	间	9		14	***														
wisteria01	138	19	都	10	12~~~13	12~~~15	***														
wisteria01	138	20	不	11	11	13~~~14	***														
wisteria01	138	21	翼	11		13~~~14	***														
wisteria01	138	22	而	11	16	13~~~14	***														
wisteria01	138	23	飞	11	17	13~~~14	***														
wisteria01	138	24	啦	12	18	17	***														
wisteria01	138	25	！	13	18	18	***														
																					
wisteria01	139	0	我	0	0~~~5	5	***														
wisteria01	139	1	到	1	1	1	***														
wisteria01	139	2	威	2	8	8~~~9	***														
wisteria01	139	3	斯	2	8	8~~~9	***														
wisteria01	139	4	特	3	8	8	***														
wisteria01	139	5	里	3	8	8	***														
wisteria01	139	6	亚	3	9	8	***														
wisteria01	139	7	寓	4	8	8	***														
wisteria01	139	8	所	4	8	8	***														
wisteria01	139	9	的	5	4	4	***														
wisteria01	139	10	这	6		0	***														
wisteria01	139	11	次	7	6		***														
wisteria01	139	12	拜	8	6	6	***														
wisteria01	139	13	访	8	6	6	***														
wisteria01	139	14	就	9			***														
wisteria01	139	15	此	9			***														
wisteria01	139	16	结	10	3	3	***														
wisteria01	139	17	束	10	3	3	***														
wisteria01	139	18	。	11	10	10	***														
wisteria01	139	19	”	12	11	11	***														
																					
wisteria01	140	0	歇	0	0	0~~~1	***														
wisteria01	140	1	洛	0	0	0~~~1	***														
wisteria01	140	2	克	0	0	0~~~1	***														
wisteria01	140	3	·	0	0	0~~~1	***														
wisteria01	140	4	福	0	1	0~~~1	***														
wisteria01	140	5	尔	0	1~~~2	0~~~1	***														
wisteria01	140	6	摩	0	1	0~~~1	***														
wisteria01	140	7	斯	0	1	0~~~1	***														
wisteria01	140	8	一	1			***														
wisteria01	140	9	边	1			***														
wisteria01	140	10	搓	2	3~~~4~~~5	3~~~4	***														
wisteria01	140	11	着	3		2	***														
wisteria01	140	12	双	4		3	***														
wisteria01	140	13	手	5		5	***														
wisteria01	140	14	咯	6	7	7	***														
wisteria01	140	15	咯	6	7	7	***														
wisteria01	140	16	直	7		7	***														
wisteria01	140	17	笑	8		7	***														
wisteria01	140	18	，	9	8	6~~~8	***														
wisteria01	140	19	一	10		7	***														
wisteria01	140	20	边	10		7	***														
wisteria01	140	21	把	11	10	8~~~10	***														
wisteria01	140	22	这	12	11	11	***														
wisteria01	140	23	件	13	13	20	***														
wisteria01	140	24	怪	14	12	12	***														
wisteria01	140	25	事	14	13	12	***														
wisteria01	140	26	收	15	16	12	***														
wisteria01	140	27	进	15		12	***														
wisteria01	140	28	他	16	9	15	***														
wisteria01	140	29	那	17	18		***														
wisteria01	140	30	记	18		13	***														
wisteria01	140	31	载	18		13	***														
wisteria01	140	32	奇	19		18	***														
wisteria01	140	33	闻	19		18	***														
wisteria01	140	34	轶	20		18	***														
wisteria01	140	35	事	20	19	18	***														
wisteria01	140	36	的	21	17	16~~~17~~~19	***														
wisteria01	140	37	手	22		17	***														
wisteria01	140	38	册	22		17	***														
wisteria01	140	39	之	23			***														
wisteria01	140	40	中	23			***														
wisteria01	140	41	。	24	20		***														
																					
wisteria01	141	0	“	0	0	0	_	_	_												
wisteria01	141	1	你	1	1	1	_	你	_												
wisteria01	141	2	的	2		6	_	的	_												
wisteria01	141	3	经	3	2	2	_	经	_												
wisteria01	141	4	历	3	2	2	_	历	_												
wisteria01	141	5	真	4	5	3	_	_	_												
wisteria01	141	6	是	4	3	3	_	_	_												
wisteria01	141	7	闻	5		10	_	闻	闻												
wisteria01	141	8	所	5		10	_	_	_												
wisteria01	141	9	未	5	6	10	未	_	_												
wisteria01	141	10	闻	5	10	10	_	闻	闻												
wisteria01	141	11	，	6	11~~~12~~~13	7	_	_	_												
wisteria01	141	12	”	7	14~~~17	12~~~13~~~14~~~17	_	_	_												
wisteria01	141	13	他	8	16	16	_	_	_												
wisteria01	141	14	说	9	15	15	_	_	_												
wisteria01	141	15	。	10			_	_	_												
																					
wisteria01	142	0	“	0	0	0	***														
wisteria01	142	1	先	1	5	5	***														
wisteria01	142	2	生	1		5	***														
wisteria01	142	3	，	2			***														
wisteria01	142	4	我	3	1~~~2	1~~~2	***														
wisteria01	142	5	可	4	4	3	***														
wisteria01	142	6	不	5			***														
wisteria01	142	7	可	6		3	***														
wisteria01	142	8	以	6	2	3	***														
wisteria01	142	9	问	7	3	3	***														
wisteria01	142	10	一	8	2	3	***														
wisteria01	142	11	下	8		3	***														
wisteria01	142	12	，	9			***														
wisteria01	142	13	你	10	8	8	***														
wisteria01	142	14	后	11		10	***														
wisteria01	142	15	来	11		10	***														
wisteria01	142	16	又	12		10	***														
wisteria01	142	17	干	13		9~~~11	***														
wisteria01	142	18	了	13	6	9~~~11	***														
wisteria01	142	19	些	14	7	11	***														
wisteria01	142	20	什	15	7	7	***														
wisteria01	142	21	么	15	7~~~9~~~10	7	***														
wisteria01	142	22	？	16	11	11	***														
wisteria01	142	23	”	17	12	12	***														
																					
wisteria01	143	0	“	0	0	0	***														
wisteria01	143	1	我	1	1	1	***														
wisteria01	143	2	气	2	3	2~~~3	***														
wisteria01	143	3	极	2	2	2~~~3	***														
wisteria01	143	4	了	3	3	3	***														
wisteria01	143	5	。	4	4	4	***														
																					
wisteria01	144	0	开	0		1	***														
wisteria01	144	1	头	0	1	1	***														
wisteria01	144	2	我	1	0	0	***														
wisteria01	144	3	想	2	2	5	***														
wisteria01	144	4	我	3	5	4~~~5	***														
wisteria01	144	5	成	4	10	7	***														
wisteria01	144	6	了	5	6~~~7	6	***														
wisteria01	144	7	某	6	11	11	***														
wisteria01	144	8	种	6	4	11	***														
wisteria01	144	9	荒	7	12	12	***														
wisteria01	144	10	唐	7	12	12	***														
wisteria01	144	11	的	8	8	10	***														
wisteria01	144	12	恶	9		13~~~14~~~15	***														
wisteria01	144	13	作	9		13~~~14~~~15	***														
wisteria01	144	14	剧	9	14	13~~~14~~~15	***														
wisteria01	144	15	的	10		10	***														
wisteria01	144	16	受	11	9	9	***														
wisteria01	144	17	害	11	9	9	***														
wisteria01	144	18	者	11	9	9	***														
wisteria01	144	19	了	12	13		***														
wisteria01	144	20	。	13	15		***														
																					
wisteria01	145	0	我	0		0	***														
wisteria01	145	1	收	1		1	***														
wisteria01	145	2	拾	1	3	1	***														
wisteria01	145	3	好	2	4	4	***														
wisteria01	145	4	我	3	2	2	***														
wisteria01	145	5	的	4		6	***														
wisteria01	145	6	东	5		3	***														
wisteria01	145	7	西	5		3	***														
wisteria01	145	8	，	6	6		***														
wisteria01	145	9	砰	7	8	5	***														
wisteria01	145	10	地	7	7	5	***														
wisteria01	145	11	一	8	0	11	***														
wisteria01	145	12	声	9	11		***														
wisteria01	145	13	关	10		8	***														
wisteria01	145	14	上	10	13~~~14	8	***														
wisteria01	145	15	大	11		8~~~9	***														
wisteria01	145	16	门	11		8~~~9	***														
wisteria01	145	17	，	12		13	***														
wisteria01	145	18	提	13	15		***														
wisteria01	145	19	着	13	18		***														
wisteria01	145	20	皮	14		17	***														
wisteria01	145	21	包	14	1	17	***														
wisteria01	145	22	就	15	19	18	***														
wisteria01	145	23	到	16			***														
wisteria01	145	24	厄	17	16	16	***														
wisteria01	145	25	榭	17	16~~~17	16	***														
wisteria01	145	26	去	18	16	16	***														
wisteria01	145	27	了	19	17	21	***														
wisteria01	145	28	。	20	24	24	***														
																					
wisteria01	146	0	我	0	0	0	***														
wisteria01	146	1	去	1	6	1~~~2~~~6	***														
wisteria01	146	2	找	2		6	***														
wisteria01	146	3	了	3			***														
wisteria01	146	4	镇	4	13	11	***														
wisteria01	146	5	上	4	2	11	***														
wisteria01	146	6	的	5		7	***														
wisteria01	146	7	主	6	7~~~8	8	***														
wisteria01	146	8	要	6	1	8	***														
wisteria01	146	9	地	7	9	9	***														
wisteria01	146	10	产	7	20	9	***														
wisteria01	146	11	经	8			***														
wisteria01	146	12	纪	8	10		***														
wisteria01	146	13	商	8	10		***														
wisteria01	146	14	艾	9	3	3	***														
wisteria01	146	15	伦	9	3	3	***														
wisteria01	146	16	兄	10	4	4	***														
wisteria01	146	17	弟	10	4	4	***														
wisteria01	146	18	商	11			***														
wisteria01	146	19	号	11			***														
wisteria01	146	20	，	12	17~~~18	15~~~17~~~18	***														
wisteria01	146	21	发	13	16	16	***														
wisteria01	146	22	现	13	16	16	***														
wisteria01	146	23	那	14	14	14~~~26	***														
wisteria01	146	24	个	14	5	14~~~26	***														
wisteria01	146	25	别	15	25	25	***														
wisteria01	146	26	墅	15	25	25	***														
wisteria01	146	27	是	16	19~~~22	19	***														
wisteria01	146	28	这	17	21~~~23	21	***														
wisteria01	146	29	家	18		13	***														
wisteria01	146	30	商	19		22	***														
wisteria01	146	31	号	19		22	***														
wisteria01	146	32	租	20	28	28	***														
wisteria01	146	33	出	20	26~~~27	28	***														
wisteria01	146	34	的	21			***														
wisteria01	146	35	。	22	29	29	***														
																					
wisteria01	147	0	这	0	0	0	_	_	_												
wisteria01	147	1	使	1	14	14	_	_	_												
wisteria01	147	2	我	2	2	2	_	_	_												
wisteria01	147	3	猛	3	1	1	_	_	_												
wisteria01	147	4	然	3		1	_	_	_												
wisteria01	147	5	想	4		1	_	_	_												
wisteria01	147	6	到	4	28	1	_	_	_												
wisteria01	147	7	，	5	5	3~~~4~~~5~~~6	_	_	_												
wisteria01	147	8	这	6			_	这	_												
wisteria01	147	9	件	7			_	件	_												
wisteria01	147	10	事	8		9	_	事	_												
wisteria01	147	11	的	9	10	10	_	的	_												
wisteria01	147	12	前	10	6		_	前	_												
wisteria01	147	13	前	10	6		_	前	_												
wisteria01	147	14	后	10			_	后	_												
wisteria01	147	15	后	10			_	后	_												
wisteria01	147	16	不	11	8	8	不	_	_												
wisteria01	147	17	可	12	7~~~9	7	_	可	_												
wisteria01	147	18	能	12	7	7	_	能	_												
wisteria01	147	19	是	13	12	12	_	是	_												
wisteria01	147	20	为	14	12	12	_	为	_												
wisteria01	147	21	了	14	19	12	_	了	_												
wisteria01	147	22	把	15	19	19	_	把	_												
wisteria01	147	23	我	16	18	18	_	我	_												
wisteria01	147	24	愚	17	16	16	_	愚	_												
wisteria01	147	25	弄	17	16	16	_	弄	_												
wisteria01	147	26	一	18	15	19	_	一	_												
wisteria01	147	27	番	19		19	_	番	_												
wisteria01	147	28	，	20	21~~~22	21	_	_	_												
wisteria01	147	29	主	21	23	23	_	_	_												
wisteria01	147	30	要	21	23~~~25~~~26	23	_	_	_												
wisteria01	147	31	目	22	24	24~~~27	_	_	_												
wisteria01	147	32	的	22		24~~~27	_	_	_												
wisteria01	147	33	一	23		25~~~26	_	_	_												
wisteria01	147	34	定	23	27	25~~~26	_	_	_												
wisteria01	147	35	是	24		29	_	_	_												
wisteria01	147	36	为	25		28	_	_	_												
wisteria01	147	37	了	25	31	28	_	_	_												
wisteria01	147	38	逃	26		32	_	_	_												
wisteria01	147	39	租	26	32	32	_	_	_												
wisteria01	147	40	。	27	33	33	_	_	_												
																					
wisteria01	148	0	现	0	1	0	***														
wisteria01	148	1	在	0	0	0	***														
wisteria01	148	2	正	1	1	1	***														
wisteria01	148	3	是	2	1	1	***														
wisteria01	148	4	三	3	9	5	***														
wisteria01	148	5	月	4	4	3~~~4	***														
wisteria01	148	6	末	5	2~~~5	2	***														
wisteria01	148	7	，	6	5~~~6	6	***														
wisteria01	148	8	四	7		7	***														
wisteria01	148	9	季	8	7	7	***														
wisteria01	148	10	结	9	7	7	***														
wisteria01	148	11	账	9	7	7	***														
wisteria01	148	12	日	10		9	***														
wisteria01	148	13	快	11		8	***														
wisteria01	148	14	到	12	8	9	***														
wisteria01	148	15	了	13	10	10	***														
wisteria01	148	16	。	14	11	11	***														
																					
wisteria01	149	0	可	0		0	_	_	_												
wisteria01	149	1	是	0	0	0	_	_	_												
wisteria01	149	2	，	1		1	_	_	_												
wisteria01	149	3	这	2	1	1	_	这	_												
wisteria01	149	4	也	3	0~~~3		_	_	_												
wisteria01	149	5	说	4	2	2	_	说	说												
wisteria01	149	6	不	5	4	4	不	_	_												
wisteria01	149	7	过	6	5	6	_	过	过												
wisteria01	149	8	去	6	6	6	_	去	去												
wisteria01	149	9	。	7	6	6	_	_	_												
																					
wisteria01	150	0	管	0		1	***														
wisteria01	150	1	理	0	0~~~1	1	***														
wisteria01	150	2	人	0	1	1	***														
wisteria01	150	3	对	1	2	0~~~2~~~3~~~4	***														
wisteria01	150	4	我	2	7	5~~~7~~~9	***														
wisteria01	150	5	的	2		5~~~7~~~9	***														
wisteria01	150	6	提	3	4	8	***														
wisteria01	150	7	醒	3	8	8	***														
wisteria01	150	8	表	4	7		***														
wisteria01	150	9	示	4	7		***														
wisteria01	150	10	感	5	5~~~6	6	***														
wisteria01	150	11	谢	5		6	***														
wisteria01	150	12	，	6			***														
wisteria01	150	13	不	7	3	10	***														
wisteria01	150	14	过	7		10	***														
wisteria01	150	15	他	8	11	11	***														
wisteria01	150	16	告	9	11	11~~~13	***														
wisteria01	150	17	诉	9	11	11~~~13	***														
wisteria01	150	18	我	10	12	12	***														
wisteria01	150	19	，	11	13~~~14	13~~~14	***														
wisteria01	150	20	租	12	15	15	***														
wisteria01	150	21	费	12	18	15	***														
wisteria01	150	22	已	13	16~~~17	16~~~17	***														
wisteria01	150	23	经	13	17	16~~~17	***														
wisteria01	150	24	预	14		20	***														
wisteria01	150	25	先	14	20	20	***														
wisteria01	150	26	付	15	18	18	***														
wisteria01	150	27	清	15	9	18	***														
wisteria01	150	28	。	16	21	21	***														
wisteria01	150	29	后	17	22	22	***														
wisteria01	150	30	来	17	22	22	***														
wisteria01	150	31	，	18		26	***														
wisteria01	150	32	我	19	23~~~25	23	***														
wisteria01	150	33	进	20	24~~~27	28	***														
wisteria01	150	34	城	20	28	28	***														
wisteria01	150	35	走	21	26	27	***														
wisteria01	150	36	访	21		27	***														
wisteria01	150	37	了	22		24~~~31~~~32	***														
wisteria01	150	38	西	23	33	33	***														
wisteria01	150	39	班	23	33	33	***														
wisteria01	150	40	牙	23	33	33	***														
wisteria01	150	41	大	24	34	34	***														
wisteria01	150	42	使	24	34	34	***														
wisteria01	150	43	馆	24	34	34	***														
wisteria01	150	44	。	25	35	35	***														
																					
wisteria01	151	0	大	0	0	0	_	大	_												
wisteria01	151	1	使	0		0	_	使	_												
wisteria01	151	2	馆	0	1	0	_	馆	_												
wisteria01	151	3	不	1	1~~~3	3	不	_	_												
wisteria01	151	4	知	2	2~~~3	2~~~3	_	知	知												
wisteria01	151	5	道	2	3	2~~~3	_	道	道												
wisteria01	151	6	这	3	2	2	_	这	_												
wisteria01	151	7	个	3	1	2	_	个	_												
wisteria01	151	8	人	4	1	1~~~4	_	人	_												
wisteria01	151	9	。	5	5	5	_	_	_												
																					
wisteria01	152	0	再	0			_	_	_												
wisteria01	152	1	往	1			_	_	_												
wisteria01	152	2	后	1	0		_	_	_												
wisteria01	152	3	，	2	1	1	_	_	_												
wisteria01	152	4	我	3	2	2	_	_	_												
wisteria01	152	5	又	4		3	_	_	_												
wisteria01	152	6	去	5	3	3~~~4	_	_	_												
wisteria01	152	7	找	6	4	5~~~7	_	_	_												
wisteria01	152	8	麦	7	6	6	_	_	_												
wisteria01	152	9	尔	7	6	6	_	_	_												
wisteria01	152	10	维	7	6	6	_	_	_												
wisteria01	152	11	尔	7	6~~~7	6	_	_	_												
wisteria01	152	12	，	8			_	_	_												
wisteria01	152	13	就	9		9	_	_	_												
wisteria01	152	14	是	9	9	9	_	_	_												
wisteria01	152	15	在	10	8	8	_	_	_												
wisteria01	152	16	他	11		12	_	_	_												
wisteria01	152	17	家	12	10	10	_	_	_												
wisteria01	152	18	里	12		10	_	_	_												
wisteria01	152	19	，	13	12		_	_	_												
wisteria01	152	20	我	14	11	11	_	_	_												
wisteria01	152	21	第	15	13	13	_	_	_												
wisteria01	152	22	一	15	13	13	_	_	_												
wisteria01	152	23	次	16	13		_	_	_												
wisteria01	152	24	遇	17	14	14	_	_	_												
wisteria01	152	25	见	17	5	14	_	_	_												
wisteria01	152	26	加	18	15	15	_	_	_												
wisteria01	152	27	西	18	15	15	_	_	_												
wisteria01	152	28	亚	18	15	15	_	_	_												
wisteria01	152	29	的	19			_	_	_												
wisteria01	152	30	。	20		31	_	_	_												
wisteria01	152	31	可	21	16	16~~~17	_	_	_												
wisteria01	152	32	是	21	24	16~~~17	_	_	_												
wisteria01	152	33	，	22	20	20	_	_	_												
wisteria01	152	34	我	23	18	18	_	_	_												
wisteria01	152	35	发	24	19	19	_	_	_												
wisteria01	152	36	现	24	19	19	_	_	_												
wisteria01	152	37	他	25	21~~~27	21	_	他	_												
wisteria01	152	38	对	26	26		_	对	_												
wisteria01	152	39	加	27			_	加	_												
wisteria01	152	40	西	27			_	西	_												
wisteria01	152	41	亚	27			_	亚	_												
wisteria01	152	42	的	28			_	的	_												
wisteria01	152	43	了	29		23	_	了	_												
wisteria01	152	44	解	29	23	23	_	解	_												
wisteria01	152	45	还	30		26	_	_	_												
wisteria01	152	46	不	31	28	24~~~25~~~28~~~30	不	_	_												
wisteria01	152	47	如	31	25	24~~~25~~~28~~~30	_	如	如												
wisteria01	152	48	我	32	29	29	_	我	_												
wisteria01	152	49	。	33	31		_	_	_												
																					
wisteria01	153	0	最	0	0	0	***														
wisteria01	153	1	后	0	0~~~1	0	***														
wisteria01	153	2	，	1		0~~~1	***														
wisteria01	153	3	我	2	2	2~~~3	***														
wisteria01	153	4	收	3	17	5	***														
wisteria01	153	5	到	3	3	5	***														
wisteria01	153	6	你	4	4	4	***														
wisteria01	153	7	给	5	6	6	***														
wisteria01	153	8	我	6	7	9	***														
wisteria01	153	9	的	7			***														
wisteria01	153	10	回	8	5	8	***														
wisteria01	153	11	电	8	8	8	***														
wisteria01	153	12	，	9			***														
wisteria01	153	13	就	10	25	7	***														
wisteria01	153	14	来	10	15	7	***														
wisteria01	153	15	找	11	12~~~14	14	***														
wisteria01	153	16	你	12	13	13	***														
wisteria01	153	17	了	13	11	10	***														
wisteria01	153	18	。	14			***														
wisteria01	153	19	因	15	15	15	***														
wisteria01	153	20	为	15		15	***														
wisteria01	153	21	我	16	16	16	***														
wisteria01	153	22	听	17		18	***														
wisteria01	153	23	说	17	18	18	***														
wisteria01	153	24	，	18		17~~~18	***														
wisteria01	153	25	你	19	19	19	***														
wisteria01	153	26	是	20	20	20~~~21	***														
wisteria01	153	27	一	21	21		***														
wisteria01	153	28	个	22	21	25	***														
wisteria01	153	29	善	23			***														
wisteria01	153	30	于	23	10		***														
wisteria01	153	31	解	24			***														
wisteria01	153	32	决	24			***														
wisteria01	153	33	难	25	27	27	***														
wisteria01	153	34	题	25		27	***														
wisteria01	153	35	的	26	26	26	***														
wisteria01	153	36	人	27	22~~~23~~~28	22~~~23~~~24	***														
wisteria01	153	37	。	28	29	29	***														
																					
wisteria01	154	0	不	0	0	0	***														
wisteria01	154	1	过	0	0	0	***														
wisteria01	154	2	现	1	1	1	***														
wisteria01	154	3	在	1	1	1	***														
wisteria01	154	4	，	2			***														
wisteria01	154	5	警	3	4	2~~~4	***														
wisteria01	154	6	长	3	4	2~~~4	***														
wisteria01	154	7	先	4	3	3	***														
wisteria01	154	8	生	4		3	***														
wisteria01	154	9	，	5			***														
wisteria01	154	10	从	6	9	9	***														
wisteria01	154	11	你	7	11	11	***														
wisteria01	154	12	进	8	15	8	***														
wisteria01	154	13	屋	8	17	8	***														
wisteria01	154	14	时	9	13	13	***														
wisteria01	154	15	说	10	12	12	***														
wisteria01	154	16	的	11			***														
wisteria01	154	17	话	12	8		***														
wisteria01	154	18	来	13		22	***														
wisteria01	154	19	看	14	18		***														
wisteria01	154	20	，	15			***														
wisteria01	154	21	我	16	6	6	***														
wisteria01	154	22	知	17	7	7	***														
wisteria01	154	23	道	17	24	7	***														
wisteria01	154	24	这	18	19	19	***														
wisteria01	154	25	件	19		18	***														
wisteria01	154	26	事	20		18	***														
wisteria01	154	27	还	21		19	***														
wisteria01	154	28	发	22	32	32	***														
wisteria01	154	29	生	22	32	32	***														
wisteria01	154	30	什	23	10	10	***														
wisteria01	154	31	么	23		10	***														
wisteria01	154	32	悲	24	30	30	***														
wisteria01	154	33	剧	24	30	30	***														
wisteria01	154	34	了	25	31	31	***														
wisteria01	154	35	。	26		33	***														
wisteria01	154	36	这	27		26	***														
wisteria01	154	37	可	28	21	21	***														
wisteria01	154	38	以	28	21	21	***														
wisteria01	154	39	由	29			***														
wisteria01	154	40	你	30	20	20	***														
wisteria01	154	41	接	31			***														
wisteria01	154	42	着	31	26		***														
wisteria01	154	43	往	32			***														
wisteria01	154	44	下	32			***														
wisteria01	154	45	说	33	28	28	***														
wisteria01	154	46	了	34	31	29	***														
wisteria01	154	47	。	35	33		***														
																					
wisteria01	155	0	我	0	0	0	_	_	_												
wisteria01	155	1	可	1	1	1	_	_	_												
wisteria01	155	2	以	1	1	1	_	_	_												
wisteria01	155	3	向	2	2	2	_	_	_												
wisteria01	155	4	你	3	3	3	_	_	_												
wisteria01	155	5	保	4	2	2	_	_	_												
wisteria01	155	6	证	4	2	2	_	_	_												
wisteria01	155	7	，	5		4	_	_	_												
wisteria01	155	8	我	6	7	7	_	_	_												
wisteria01	155	9	说	7	9	9	_	_	_												
wisteria01	155	10	的	8			_	_	_												
wisteria01	155	11	每	9	5	5	_	_	_												
wisteria01	155	12	一	10			_	_	_												
wisteria01	155	13	个	11	5	13	_	_	_												
wisteria01	155	14	字	12	6	6	_	_	_												
wisteria01	155	15	都	13	5	5	_	_	_												
wisteria01	155	16	是	14	10	10	_	_	_												
wisteria01	155	17	真	15	12	12	_	_	_												
wisteria01	155	18	实	15	12	12	_	_	_												
wisteria01	155	19	的	16			_	_	_												
wisteria01	155	20	，	17	13	15	_	_	_												
wisteria01	155	21	而	18		14	_	_	_												
wisteria01	155	22	且	18	14	14	_	_	_												
wisteria01	155	23	除	19			_	除	_												
wisteria01	155	24	了	19	21		_	了	_												
wisteria01	155	25	我	20	19~~~20	20	_	我	_												
wisteria01	155	26	已	21	21	21	_	已	_												
wisteria01	155	27	经	21	21	21	_	经	_												
wisteria01	155	28	告	22	22	22	_	告	_												
wisteria01	155	29	诉	22	22	22	_	诉	_												
wisteria01	155	30	你	23	23~~~24	23~~~24	_	你	_												
wisteria01	155	31	的	24			_	的	_												
wisteria01	155	32	以	25		17	_	以	_												
wisteria01	155	33	外	25	17	17	_	外	_												
wisteria01	155	34	，	26			_	，	_												
wisteria01	155	35	关	27			_	关	_												
wisteria01	155	36	于	27			_	于	_												
wisteria01	155	37	这	28	33	33	_	这	_												
wisteria01	155	38	个	28		33	_	个	_												
wisteria01	155	39	人	29	34	34	_	人	_												
wisteria01	155	40	的	30			_	的	_												
wisteria01	155	41	死	31	31	35	_	死	_												
wisteria01	155	42	，	32		30	_	，	_												
wisteria01	155	43	我	33	25	25	_	我	_												
wisteria01	155	44	是	34			_	是	_												
wisteria01	155	45	绝	35	27~~~28		_	_	_												
wisteria01	155	46	对	35	27~~~29		_	_	_												
wisteria01	155	47	地	35			_	_	_												
wisteria01	155	48	一	36		28~~~29	_	一	_												
wisteria01	155	49	无	36		28~~~29	无	_	_												
wisteria01	155	50	所	36		28~~~29	_	所	所												
wisteria01	155	51	知	36	26	28~~~29	_	知	知												
wisteria01	155	52	。	37	35		_	_	_												
																					
wisteria01	156	0	我	0	0	0	***														
wisteria01	156	1	唯	1	1	1	***														
wisteria01	156	2	一	1		1	***														
wisteria01	156	3	的	2			***														
wisteria01	156	4	愿	3	2	2	***														
wisteria01	156	5	望	3	2	2	***														
wisteria01	156	6	就	4	4	4	***														
wisteria01	156	7	是	5	3	3~~~5	***														
wisteria01	156	8	尽	6	10	9	***														
wisteria01	156	9	一	7	9	9	***														
wisteria01	156	10	切	7	9	9	***														
wisteria01	156	11	可	8	10	10	***														
wisteria01	156	12	能	8	10	10	***														
wisteria01	156	13	为	9		11	***														
wisteria01	156	14	法	10	7	7	***														
wisteria01	156	15	律	10	7	7	***														
wisteria01	156	16	效	11	11	11	***														
wisteria01	156	17	劳	11		11	***														
wisteria01	156	18	。	12	12	12	***														
wisteria01	156	19	”	13	13	13	***														
																					
wisteria01	157	0	“	0	0	0	***														
wisteria01	157	1	这	1	5		***														
wisteria01	157	2	个	1			***														
wisteria01	157	3	我	2	1~~~2	1~~~2	***														
wisteria01	157	4	相	3	3	3	***														
wisteria01	157	5	信	3	3	3	***														
wisteria01	157	6	，	4		4~~~5	***														
wisteria01	157	7	斯	5	9	6~~~8~~~9	***														
wisteria01	157	8	考	5	9	6~~~8~~~9	***														
wisteria01	157	9	特	5	8	6~~~8~~~9	***														
wisteria01	157	10	·	5	7~~~8	6~~~8~~~9	***														
wisteria01	157	11	艾	5	9	6~~~8~~~9	***														
wisteria01	157	12	克	5	9	6~~~8~~~9	***														
wisteria01	157	13	尔	5	9	6~~~8~~~9	***														
wisteria01	157	14	斯	5	9	6~~~8~~~9	***														
wisteria01	157	15	先	6		7	***														
wisteria01	157	16	生	6		7	***														
wisteria01	157	17	—	7	6	6	***														
wisteria01	157	18	—	7		6	***														
wisteria01	157	19	这	8			***														
wisteria01	157	20	个	8			***														
wisteria01	157	21	我	9	11~~~12	11~~~12	***														
